gapp,rapp,newrabs
20.557850472953724,18.926709212447214,-21.355786801332833
20.15449939877943,18.890379696150625,-20.61794588228488
20.11945672760789,19.263324116219145,-20.02473217026219
20.338408361568106,19.326065184888797,-18.553427040525335
21.04402636270006,19.80056187119508,-20.44404474286724
20.689148836794438,19.566545343820884,-18.81603556432301
20.73949075476792,18.92547479096877,-21.133904715444622
21.886485754856956,20.499510881440536,-19.460664598653366
21.460065602854534,20.2721079946162,-18.204602415536748
18.64890136925714,17.984269542961094,
Infinity,22.71093094284756,-19.295761096294967
19.738160085531312,18.33304930108921,-22.67612949291749
19.406398369935964,18.447392916004667,-21.69347113141115
17.904802645199034,16.844972304394666,-22.055619293708226
18.172633034039244,17.009132521296316,-21.895381457017706
18.75365028592679,17.863820132517837,-21.047814944571265
20.13323018185016,18.817144575517467,-21.307498373466927
19.814361213769807,19.177390341663887,-20.95119552518927
18.850548164207076,18.202830278047735,-21.64384862866696
19.931480372346947,18.811625784853582,-21.022792559969787
18.14997950890855,17.497932802089743,-21.39418566517618
20.21125784812866,19.438706407352917,-19.886414854791163
19.58663003044348,18.25820567866875,-22.17805624023716
21.060261060960606,19.319542378159447,-22.79461847338996
20.055263461572444,19.1056981293059,-19.818574530829117
20.827780548640668,19.92016916319728,-21.423144134422635
21.081913941683062,19.330591753088747,-21.67692455053482
20.052749190217916,19.365980773447568,-20.77472450104775
18.773760577719663,18.479935451731784,-16.534196942082907
22.35548162942505,20.789369040076274,-21.789005082693564
21.279186913634938,19.773818383084624,-20.721214746379935
17.269142327237965,16.777649987929856,-21.455671609639474
22.2324421718211,20.535781710776227,-22.044270363235924
22.865493670307906,20.815670015335165,-21.769569070199616
19.56945800274014,18.758404754405866,-20.14664702416887
15.277191423310533,14.486406128438382,-20.52323239171367
19.480015107494076,18.680191663046976,-21.986749079273345
19.090116433697922,18.59454230614147,-20.23003817612628
18.976273883889768,17.9027206547918,-21.001191195846594
19.37074412552939,18.375341520170757,-20.52255877702877
18.648470672068775,17.762012014535635,-20.123608623572096
20.778963202062307,19.2891643436165,-21.157594616220585
22.85549066694565,20.848030578793292,-21.826481784303496
20.929085211502176,19.180605226171302,-22.93020593039666
19.50266355856872,19.007287386159042,-19.809876249789106
20.254198711387865,19.315746032377625,-22.33739302787773
19.46739989401926,18.694922559250976,-21.250227563650704
21.21378169871644,20.21854762021895,-20.209504156572002
18.695551963388475,17.927616673887023,-21.885572320213917
22.354225905357488,20.370319702210317,-22.213298731247754
22.24030033296085,20.468272213789028,-21.42099345597186
22.47460626191114,20.640390517016733,-21.962272557758837
19.39561633102651,19.09128117257125,-18.792052751259625
19.133071838995782,18.23330384540545,-20.657258435248906
20.738014475067352,20.012112699715026,-21.925934706077307
19.083912313163403,18.684367450494854,-18.675084449815373
19.877482134382937,18.37929983023337,-22.279288652965924
18.68927441112816,17.535372065002086,-21.573241490148597
19.029175425307933,18.000980376640236,-21.72666073803618
19.36995722465938,18.728422356270976,-21.076799553801827
20.057310617266033,19.25967380063903,-20.20258703680279
20.383819891720627,18.509990877063323,-23.162624508406132
20.046114336625315,18.297940719781643,-23.139099954811897
21.59312150763332,19.637437244469858,-22.059234155018856
20.690221187694497,19.542147075587472,-20.196256866779855
20.30352550062606,18.691243460905632,-22.163954509321243
21.18713050730525,19.48109002599997,-21.856154246020814
20.803567647335903,19.351617355783624,-21.188286849539246
20.569257376436916,18.757737850579453,-22.906219005187573
21.595471778761855,19.742043826056893,-22.0685181982387
20.53289557266522,19.46121051146097,-20.269845113564692
20.389370027767747,18.951277062464136,-22.724107391788806
21.775791332614794,19.90064704335311,-21.765847395607672
21.199696987729986,20.11061340081877,-21.5275379977285
20.349285289260884,19.294803665276355,-21.695889789048053
23.279024537587468,21.318150976198474,-21.315947929106137
19.11303180763462,17.73609674541985,-22.362429931980813
18.818956820265164,18.405076625790763,-19.692083934301387
19.174268847855096,18.81483331866375,-15.186403309183497
19.99174237592748,18.791397819233175,-22.87505207996876
20.288521941538413,18.690348001490626,-22.74058050123832
20.413870812620893,19.586507446768927,-20.95592516125368
22.817777113618526,21.284933350400543,-1.1133895459687295
19.9407565078238,19.441348802207138,-20.649076441978828
20.267163011714338,19.013224208473467,-22.412279095791803
20.493511147849993,19.528638456004835,-21.018208628659075
17.037879481895366,16.54177086390886,-19.734588485609976
18.891995147243897,18.582724229765425,-16.578936983257236
18.909388697709495,18.496505153663115,-19.061805492907062
18.239195273726004,17.174842208688425,-21.93280643004219
19.307623922915475,18.242508522053974,-20.667167899992272
18.791201343439333,17.705677853524527,-21.203327802904965
19.848280809801985,18.72601476118637,-20.74084907993081
20.699123305790643,18.879990804939588,-22.798265203201517
20.65292186405531,18.820065773727855,-22.842529508305084
19.14171876238118,18.61999647211811,-20.82185045330222
19.024720973423904,18.453348837392745,-20.54397314480429
21.937209495366538,20.366960196409785,-22.441549368900077
21.006509206357514,19.313042460923747,-22.379573968226424
21.855392696385103,20.81909816384516,-18.845021276751574
22.398221048255827,20.85326741380647,-21.759739340397957
22.848914056761352,21.204129856808485,-21.86355409742702
19.25715137208524,18.084723842024623,-21.38513422446801
18.787377475264925,17.5621763269614,-22.15469853291932
17.786845949997875,17.04116678672346,-21.867672645810032
19.778660857101862,19.163227044112126,-20.54024845894775
17.689499617720905,17.0779796371202,-21.825564285521217
18.349925972549833,17.289938019824667,-21.599472668037016
18.109811886821127,17.062560568261354,-21.8495080645342
17.90137812059462,16.64323902279032,-23.089616865533507
19.049767686751487,17.83217768428117,-21.88213872883091
20.33140647643301,19.269883278181233,-20.448591073565332
20.60724548436675,19.548856444130386,-20.017579796494005
20.404976303683547,19.400494628038196,-22.259287591655074
19.615077248744633,18.73018511427596,-20.178369647594444
19.467747857814537,18.781520778549584,-20.965225609734034
17.618455733874747,17.29949229241918,-20.93971594381008
20.246366238354888,19.47899679472345,-21.771045906760058
20.327275431764228,19.233292437019777,-21.13553139974728
20.613646672593767,19.722021559744924,-21.22858267736573
21.060658173017707,19.327545163197065,-21.92211417509555
20.081311920659978,19.533511782316985,-19.344240470456043
18.981176870195263,18.498678579696524,-20.766719247023985
19.224004859740667,18.585971561184728,-16.353565818051734
19.03648857720041,17.94658044495734,-20.949557987432456
21.089473311982808,19.412682560310166,-21.83860654596638
19.759730532992712,18.7956303485145,-21.86635206308641
20.956736032909255,19.146326997823074,-23.01300005378141
18.443250273496837,17.486738493125607,-21.058242945665924
19.617765751768324,18.266715579535905,-21.707114440531114
